S. No.,University Name,College Name,College Type,State Name,District Name,,,,,
1486,"Anna University, Chennai (Id: U-0439)",SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY," DINDIGUL (Id: C-45320)""",Affiliated College,Tamil Nadu,Dindigul,,,,
1487,"Anna University, Chennai (Id: U-0439)",SSM School of Management and Computer Applications (Id: C-36936),Affiliated College,Tamil Nadu,Namakkal,,,,,
1488,"Anna University, Chennai (Id: U-0439)",St.Anne's College of Engineering and Technology (Id: C-25062),Affiliated College,Tamil Nadu,Cuddalore,,,,,
1489,"Anna University, Chennai (Id: U-0439)",Star Lion College of Engineering and Technology (New) (Id: C-25016),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1490,"Anna University, Chennai (Id: U-0439)",St. Johns College of Engineering & Technology for Women (Id: C-16579),Affiliated College,Tamil Nadu,Vellore,,,,,
1491,"Anna University, Chennai (Id: U-0439)",St. Joseph College of Engineering (Id: C-16549),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1492,"Anna University, Chennai (Id: U-0439)",St. Josephs College of Engineering (Id: C-16537),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1493,"Anna University, Chennai (Id: U-0439)",St.Joseph's College of Engineering and Technology (Id: C-25022),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1494,"Anna University, Chennai (Id: U-0439)",St. Michael College of Engineering and Technology, Kalayarkoil," Sivagangai Dist (Id: C-26808)""",Affiliated College,Tamil Nadu,Sivaganga,,,
1495,"Anna University, Chennai (Id: U-0439)",St. Mother Theresa Engineering College (Id: C-27071),Affiliated College,Tamil Nadu,Thoothukkudi,,,,,
1496,"Anna University, Chennai (Id: U-0439)",St Peter's College of Engineering and Technology (Id: C-16511),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1497,"Anna University, Chennai (Id: U-0439)",St.Xavier' Catholic College of Engineering (Id: C-27077),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1498,"Anna University, Chennai (Id: U-0439)",Sudharsan Engineering College (Id: C-24990),Affiliated College,Tamil Nadu,Pudukkottai,,,,,
1499,"Anna University, Chennai (Id: U-0439)",SUGUNA COLLEGE OF ENGINEERING (Id: C-48263),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1500,"Anna University, Chennai (Id: U-0439)",Sun College of Engineering and Technology (Id: C-27065),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1501,"Anna University, Chennai (Id: U-0439)",SUREYA COLLEGE OF ENGINEERING (Id: C-48281),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1502,"Anna University, Chennai (Id: U-0439)",Surya College of Engineering and Technology (Id: C-16563),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1503,"Anna University, Chennai (Id: U-0439)",Surya Engineering College (Id: C-36927),Affiliated College,Tamil Nadu,Erode,,,,,
1504,"Anna University, Chennai (Id: U-0439)",Surya Institute of Management Studies (Id: C-16471),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1505,"Anna University, Chennai (Id: U-0439)",S.Veerasamy Chettiar College of Engineering (Id: C-27063),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1506,"Anna University, Chennai (Id: U-0439)",SVS College Of Engineering (Id: C-37084),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1507,"Anna University, Chennai (Id: U-0439)",SVS Institute of Computer Applications (Id: C-37060),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1508,"Anna University, Chennai (Id: U-0439)",SVS Institute of Management Studies (Id: C-36968),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1509,"Anna University, Chennai (Id: U-0439)",SVS School of Architecture (Id: C-37078),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1510,"Anna University, Chennai (Id: U-0439)",Syed Ammal Engineering College, Lanthai," Ramanathapuram Dist (Id: C-26807)""",Affiliated College,Tamil Nadu,Ramanathapuram,,,
1511,"Anna University, Chennai (Id: U-0439)",Tagore Engineering College (Id: C-16541),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1512,"Anna University, Chennai (Id: U-0439)",Tagore Institute of Engineering and Technology (Id: C-37029),Affiliated College,Tamil Nadu,Salem,,,,,
1513,"Anna University, Chennai (Id: U-0439)",Tamilnadu College of Engineering (Id: C-37010),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1514,"Anna University, Chennai (Id: U-0439)",Tamilnadu School of Architecture (Id: C-37030),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1515,"Anna University, Chennai (Id: U-0439)",Tamizhan College of Engineering and Technology (Id: C-27047),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1516,"Anna University, Chennai (Id: U-0439)",Tejaa Shakthi Institute of Technology for Women (Id: C-37012),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1517,"Anna University, Chennai (Id: U-0439)",THAMIRABHARANI ENGINEERING COLLEGE," TIRUNELVELI (Id: C-45261)""",Affiliated College,Tamil Nadu,Tirunelveli,,,,
1518,"Anna University, Chennai (Id: U-0439)",Thangavelu Engineering College (Id: C-16530),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1519,"Anna University, Chennai (Id: U-0439)",THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (Id: C-48283),Affiliated College,Tamil Nadu,Vellore,,,,,
1520,"Anna University, Chennai (Id: U-0439)",The Kavery College of Engineering (Id: C-37040),Affiliated College,Tamil Nadu,Salem,,,,,
1521,"Anna University, Chennai (Id: U-0439)",The Kavery Engineering College (Id: C-36948),Affiliated College,Tamil Nadu,Salem,,,,,
1522,"Anna University, Chennai (Id: U-0439)",The New Royal College of Engineering and Technology (Id: C-16500),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1523,"Anna University, Chennai (Id: U-0439)",Theni Kamavar Sangam College of Technology," Theni (Id: C-26802)""",Affiliated College,Tamil Nadu,Theni,,,,
1524,"Anna University, Chennai (Id: U-0439)",The Rajaas Engineering Colleges (Id: C-27069),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
1525,"Anna University, Chennai (Id: U-0439)",Thiagarajar College of Engineering," Madurai (Id: C-26794)""",Affiliated College,Tamil Nadu,Madurai,,,,
1526,"Anna University, Chennai (Id: U-0439)",Thirumalai Engineering College (Id: C-16513),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1527,"Anna University, Chennai (Id: U-0439)",Thiruvalluvar College of Engineering and Technology (Id: C-16507),Affiliated College,Tamil Nadu,Tiruvannamalai,,,,,
1528,"Anna University, Chennai (Id: U-0439)",T.J. Institute of Technology (Id: C-16617),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1529,"Anna University, Chennai (Id: U-0439)",T.J.S. Engineering College (Id: C-16619),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1530,"Anna University, Chennai (Id: U-0439)",Trichy Engineering College (Id: C-24991),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1531,"Anna University, Chennai (Id: U-0439)",TRP Engineering College (New) (Id: C-25028),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1532,"Anna University, Chennai (Id: U-0439)",T.S.M. Jain College of Technology (Id: C-16559),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1533,"Anna University, Chennai (Id: U-0439)",Udaya School of Engineerings (Id: C-27044),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1534,"Anna University, Chennai (Id: U-0439)",Ultra College of Engineering and Technology for Women," Madurai (Id: C-26813)""",Affiliated College,Tamil Nadu,Madurai,,,,
1535,"Anna University, Chennai (Id: U-0439)",United Institute of Technology (Id: C-36990),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1536,"Anna University, Chennai (Id: U-0439)",UNIVERSAL COLLEGE OF ENGINEERING TECHNOLOGY," TIRUNELVELI (Id: C-45260)""",Affiliated College,Tamil Nadu,Tirunelveli,,,,
1537,"Anna University, Chennai (Id: U-0439)",University College of Engineering Arni (Id: C-16472),Constituent / University College,Tamil Nadu,Tiruvannamalai,,,,,
1538,"Anna University, Chennai (Id: U-0439)",University College of Engineering Kancheepuram (Id: C-16461),Constituent / University College,Tamil Nadu,Kancheepuram,,,,,
1539,"Anna University, Chennai (Id: U-0439)",University College of Engineering Nagercoil (Id: C-27035),Constituent / University College,Tamil Nadu,Kanniyakumari,,,,,
1540,"Anna University, Chennai (Id: U-0439)",University College of Engineering Tindivanam (Id: C-16598),Constituent / University College,Tamil Nadu,Viluppuram,,,,,
1541,"Anna University, Chennai (Id: U-0439)",University College of Engineering Villupuram (Id: C-16587),Constituent / University College,Tamil Nadu,Viluppuram,,,,,
1542,"Anna University, Chennai (Id: U-0439)",University Departments of Anna University of Technology Tirunelveli (Id: C-27033),Constituent / University College,Tamil Nadu,Tirunelveli,,,,,
1543,"Anna University, Chennai (Id: U-0439)",University V.O.Chidambaranar College of Engineering Tuticorin (Id: C-27060),Constituent / University College,Tamil Nadu,Thoothukkudi,,,,,
1544,"Anna University, Chennai (Id: U-0439)",Unnamalai Institute of Technology (Id: C-27068),Affiliated College,Tamil Nadu,Thoothukkudi,,,,,
1545,"Anna University, Chennai (Id: U-0439)",VAIGAI COLLEGE OF ENGINEERING (Id: C-48272),Affiliated College,Tamil Nadu,Madurai,,,,,
1546,"Anna University, Chennai (Id: U-0439)",Valliammai Engineering College (Id: C-16624),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1547,"Anna University, Chennai (Id: U-0439)",Vandayar Engineering College (Id: C-25041),Affiliated College,Tamil Nadu,Thanjavur,,,,,
1548,"Anna University, Chennai (Id: U-0439)",Varuvan Vadivelan Institute of Technology (Id: C-37092),Affiliated College,Tamil Nadu,Dharmapuri,,,,,
1549,"Anna University, Chennai (Id: U-0439)",Vasavi Vidya Trust Group of Institutions Faculty of MBA (Id: C-36949),Affiliated College,Tamil Nadu,Salem,,,,,
1550,"Anna University, Chennai (Id: U-0439)",VEDHANTHA INSTITUTE OF TECHNOLOGY (Id: C-48253),Affiliated College,Tamil Nadu,Chennai,,,,,
1551,"Anna University, Chennai (Id: U-0439)",Velalar College of Engineering and Technology (Id: C-37094),Affiliated College,Tamil Nadu,Erode,,,,,
1552,"Anna University, Chennai (Id: U-0439)",Velammal College of Engineering & Technology," Madurai (Id: C-26781)""",Affiliated College,Tamil Nadu,Madurai,,,,
1553,"Anna University, Chennai (Id: U-0439)",Velammal Engineering College (Id: C-16535),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1554,"Anna University, Chennai (Id: U-0439)",Velammal Institute of Technology (Id: C-16550),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1555,"Anna University, Chennai (Id: U-0439)",Vels Srinivasa College of Engineering and Technology (Id: C-16570),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1556,"Anna University, Chennai (Id: U-0439)",Vel Tech (Id: C-16534),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1557,"Anna University, Chennai (Id: U-0439)",Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Id: C-16616),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1558,"Anna University, Chennai (Id: U-0439)",Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Id: C-16490),Affiliated College,Tamil Nadu,Thiruvallur,,,,,
1559,"Anna University, Chennai (Id: U-0439)",Vetri Vinayaha College of Engineering and Technology (Id: C-25026),Affiliated College,Tamil Nadu,Tiruchirappalli,,,,,
1560,"Anna University, Chennai (Id: U-0439)",Vickram College of Engineering, Madurai Sivagangai Road," Enathi (Id: C-26777)""",Affiliated College,Tamil Nadu,Sivaganga,,,
1561,"Anna University, Chennai (Id: U-0439)",VIDHYA MANDHIR INSTITUTE OF TECHNOLOGY," ERODE (Id: C-45290)""",Affiliated College,Tamil Nadu,Erode,,,,
1562,"Anna University, Chennai (Id: U-0439)",Vidyaa Vikas College of Engineering and Technology (Id: C-37047),Affiliated College,Tamil Nadu,Namakkal,,,,,
1563,"Anna University, Chennai (Id: U-0439)",Vi Institute of Technology (Id: C-16568),Affiliated College,Tamil Nadu,Kancheepuram,,,,,
1564,"Anna University, Chennai (Id: U-0439)",Vijay Institute of Management," Dindigul (Id: C-26776)""",Affiliated College,Tamil Nadu,Madurai,,,,
1565,"Anna University, Chennai (Id: U-0439)",Vins Christian College of Engineering (Id: C-27032),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1566,"Anna University, Chennai (Id: U-0439)",Vins Christian Women College of Engineering (Id: C-27036),Affiliated College,Tamil Nadu,Kanniyakumari,,,,,
1567,"Anna University, Chennai (Id: U-0439)",VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES (Id: C-48267),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1568,"Anna University, Chennai (Id: U-0439)",Vivekanandha Business School for Women (Id: C-37034),Affiliated College,Tamil Nadu,Namakkal,,,,,
1569,"Anna University, Chennai (Id: U-0439)",Vivekanandha College of Engineering for Women (Id: C-37022),Affiliated College,Tamil Nadu,Namakkal,,,,,
1570,"Anna University, Chennai (Id: U-0439)",Vivekanandha College of Technology for Women (Id: C-36943),Affiliated College,Tamil Nadu,Namakkal,,,,,
1571,"Anna University, Chennai (Id: U-0439)",Vivekanandha Engineering College for Women (Id: C-36957),Affiliated College,Tamil Nadu,Namakkal,,,,,
1572,"Anna University, Chennai (Id: U-0439)",Vivekanandha Institute of Engineering and Technology for Women (Id: C-37018),Affiliated College,Tamil Nadu,Namakkal,,,,,
1573,"Anna University, Chennai (Id: U-0439)",Vivekanandha Institute of Information and Management Studies (Id: C-37027),Affiliated College,Tamil Nadu,Namakkal,,,,,
1574,"Anna University, Chennai (Id: U-0439)",VKS College of Engineering and Technology (Id: C-37020),Affiliated College,Tamil Nadu,Karur,,,,,
1575,"Anna University, Chennai (Id: U-0439)",V.P.M.M.Engineering College (Id: C-27078),Affiliated College,Tamil Nadu,Virudhunagar,,,,,
1576,"Anna University, Chennai (Id: U-0439)",VPV COLLEGE OF ENGINEERING, THANEERPANTHAL," THENI (Id: C-45316)""",Affiliated College,Tamil Nadu,Theni,,,
1577,"Anna University, Chennai (Id: U-0439)",V.R.S. College of Engineering and Technology (Id: C-16516),Affiliated College,Tamil Nadu,Viluppuram,,,,,
1578,"Anna University, Chennai (Id: U-0439)",VSA Educational and Charitable Trusts Group of Institutions (Id: C-36993),Affiliated College,Tamil Nadu,Salem,,,,,
1579,"Anna University, Chennai (Id: U-0439)",V.S.B COLLEGE OF ENGINEERING TECHNICAL CAMPUS (Id: C-48266),Affiliated College,Tamil Nadu,Coimbatore,,,,,
1580,"Anna University, Chennai (Id: U-0439)",V.S.B. Engineering College (Id: C-36944),Affiliated College,Tamil Nadu,Karur,,,,,
1581,"Anna University, Chennai (Id: U-0439)",V.V.College of Engineering (Id: C-27074),Affiliated College,Tamil Nadu,Tirunelveli,,,,,
3292,"Bharathiar University, Coimbatore (Id: U-0447)",Adharsh Vidyalaya College of Arts and Science for Women (Id: C-41066),Affiliated College,Tamil Nadu,Erode,,,,,
3293,"Bharathiar University, Coimbatore (Id: U-0447)",A.G. Arts and Science College (Id: C-41111),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3294,"Bharathiar University, Coimbatore (Id: U-0447)",Air Force Administrative College (Id: C-41053),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3295,"Bharathiar University, Coimbatore (Id: U-0447)",AJK College of Arts and Science (Id: C-41080),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3296,"Bharathiar University, Coimbatore (Id: U-0447)",Angappa College of Arts and Science (Id: C-41070),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3297,"Bharathiar University, Coimbatore (Id: U-0447)",Ayyan Thiruvalluvar College of Arts and Science (Id: C-41062),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3298,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathiar University Arts and science College (Id: C-41114),Constituent / University College,Tamil Nadu,Coimbatore,,,,,
3299,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathiar University Arts and Science College (Id: C-41041),Constituent / University College,Tamil Nadu,Erode,,,,,
3300,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathiar University College of Arts and Science (Id: C-41117),Constituent / University College,Tamil Nadu,The Nilgiris,,,,,
3301,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathidasan College of Arts and Science (Id: C-41071),Affiliated College,Tamil Nadu,Erode,,,,,
3302,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathidasan School of Business (Id: C-41109),Affiliated College,Tamil Nadu,Erode,,,,,
3303,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathidasan School of Computer Application (Id: C-41055),Affiliated College,Tamil Nadu,Erode,,,,,
3304,"Bharathiar University, Coimbatore (Id: U-0447)",Bishop Ambrose College (Id: C-41136),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3305,"Bharathiar University, Coimbatore (Id: U-0447)",Bishop Appasamy College of Arts and Science (Id: C-41075),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3306,"Bharathiar University, Coimbatore (Id: U-0447)",Bishop Thorp College (Id: C-41135),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3307,"Bharathiar University, Coimbatore (Id: U-0447)",CBM College (Id: C-41095),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3308,"Bharathiar University, Coimbatore (Id: U-0447)","Cherraan's Arts, Science College (Id: C-41061)",Affiliated College,Tamil Nadu,Tiruppur,,,,,
3309,"Bharathiar University, Coimbatore (Id: U-0447)",Cherran College for Women (Id: C-41057),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3310,"Bharathiar University, Coimbatore (Id: U-0447)",Chikkaiah Naicker College (Id: C-41113),Affiliated College,Tamil Nadu,Erode,,,,,
3311,"Bharathiar University, Coimbatore (Id: U-0447)",Chikkanna Govt Arts College (Id: C-41036),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3312,"Bharathiar University, Coimbatore (Id: U-0447)",CMS Academy of Management and Technology (Id: C-41132),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3313,"Bharathiar University, Coimbatore (Id: U-0447)",CMS College of Science and Commerce (Id: C-41096),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3314,"Bharathiar University, Coimbatore (Id: U-0447)",CMS Institute of Management Studies (Id: C-41065),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3315,"Bharathiar University, Coimbatore (Id: U-0447)",Coimbatore Institute of Management and Technology (Id: C-41090),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3316,"Bharathiar University, Coimbatore (Id: U-0447)",D.J.Academy for Managerial Excellence (Id: C-41107),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3317,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.G.R.Damodaran College of Science (Id: C-41044),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3318,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.N.G.P. Arts and Science College (Id: C-41054),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3319,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.R.A.N.M. Arts and Science College (Id: C-41139),Affiliated College,Tamil Nadu,Erode,,,,,
3320,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.R.V.Arts and Science College (Id: C-41099),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3321,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.S.N.S.Rajalakshmi College of Arts and Science (Id: C-41042),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3322,"Bharathiar University, Coimbatore (Id: U-0447)",Emerald Heights College (Id: C-41043),Affiliated College,Tamil Nadu,The Nilgiris,,,,,
3323,"Bharathiar University, Coimbatore (Id: U-0447)",Erode Arts and Science College (Id: C-41128),Affiliated College,Tamil Nadu,Erode,,,,,
3324,"Bharathiar University, Coimbatore (Id: U-0447)",Erode Christian College of Arts and Science for Women (Id: C-41067),Affiliated College,Tamil Nadu,Erode,,,,,
3325,"Bharathiar University, Coimbatore (Id: U-0447)",Gobi Arts & Science College (Id: C-41138),Affiliated College,Tamil Nadu,Erode,,,,,
3326,"Bharathiar University, Coimbatore (Id: U-0447)",Government Arts College, Coimbatore (Id: C-41035),Affiliated College,Tamil Nadu,Coimbatore,,,,
3327,"Bharathiar University, Coimbatore (Id: U-0447)",Government Arts College, Nilgiris (Id: C-41060),Affiliated College,Tamil Nadu,The Nilgiris,,,,
3328,"Bharathiar University, Coimbatore (Id: U-0447)",Government Arts College, Tiruppur (Id: C-41110),Affiliated College,Tamil Nadu,Tiruppur,,,,
3329,"Bharathiar University, Coimbatore (Id: U-0447)",G.R.Damodaran Academy of Management (Id: C-41088),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3330,"Bharathiar University, Coimbatore (Id: U-0447)",Guruvayurappan Institute of Management (Id: C-41103),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3331,"Bharathiar University, Coimbatore (Id: U-0447)",Hindusthan College of Arts and Science (Id: C-41049),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3332,"Bharathiar University, Coimbatore (Id: U-0447)",Jansons School of Business (Id: C-41048),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3333,"Bharathiar University, Coimbatore (Id: U-0447)",Kaamadhenu Arts and Science College (Id: C-41098),Affiliated College,Tamil Nadu,Erode,,,,,
3334,"Bharathiar University, Coimbatore (Id: U-0447)",Kamalam College of Arts and Science (Id: C-41102),Affiliated College,Tamil Nadu,Tiruppur,,,,,
3335,"Bharathiar University, Coimbatore (Id: U-0447)",Kamban College of Arts and Science (Id: C-41047),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3336,"Bharathiar University, Coimbatore (Id: U-0447)",Karuppannan Mariappan College (Id: C-41084),Affiliated College,Tamil Nadu,Erode,,,,,
3337,"Bharathiar University, Coimbatore (Id: U-0447)",Kaypeeyes College of Arts and Science (Id: C-41119),Affiliated College,Tamil Nadu,The Nilgiris,,,,,
3338,"Bharathiar University, Coimbatore (Id: U-0447)",K.G. College of Arts and Science (Id: C-41125),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3339,"Bharathiar University, Coimbatore (Id: U-0447)",KGISL Institute of Information Management (Id: C-41127),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3340,"Bharathiar University, Coimbatore (Id: U-0447)",Kongu Arts and Science College (Id: C-41104),Affiliated College,Tamil Nadu,Erode,,,,,
3341,"Bharathiar University, Coimbatore (Id: U-0447)",Kongunadu Arts and Science College (Id: C-41106),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3342,"Bharathiar University, Coimbatore (Id: U-0447)",Kovai Kalaimagal College of Arts and Science (Id: C-41034),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3343,"Bharathiar University, Coimbatore (Id: U-0447)",K.S.G. College of Arts and Science (Id: C-41058),Affiliated College,Tamil Nadu,Coimbatore,,,,,
3344,"Bharathiar University, Coimbatore (Id: U-0447)",Lakshmi Narayana Visalakshi College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3345,"Bharathiar University, Coimbatore (Id: U-0447)",LRG Government Arts College for Women ,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3346,"Bharathiar University, Coimbatore (Id: U-0447)",Maharaja Arts and Science College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3347,"Bharathiar University, Coimbatore (Id: U-0447)",Maharaja Co-Education Arts and Science College ,Affiliated College,Tamil Nadu,Erode,,,,,
3348,"Bharathiar University, Coimbatore (Id: U-0447)",Maharani Arts and Science Women's College ,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3349,"Bharathiar University, Coimbatore (Id: U-0447)",Michael Job College of Arts and Science for Women,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3350,"Bharathiar University, Coimbatore (Id: U-0447)",Nandha Arts and Science College,Affiliated College,Tamil Nadu,Erode,,,,,
3351,"Bharathiar University, Coimbatore (Id: U-0447)",Navarasam Arts and Science College For Women ,Affiliated College,Tamil Nadu,Erode,,,,,
3352,"Bharathiar University, Coimbatore (Id: U-0447)",Nehru Arts and Science College ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3353,"Bharathiar University, Coimbatore (Id: U-0447)",Nehru College of Management ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3354,"Bharathiar University, Coimbatore (Id: U-0447)",N G M College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3355,"Bharathiar University, Coimbatore (Id: U-0447)",NIFT-TEA College of Knitwear Fashion,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3356,"Bharathiar University, Coimbatore (Id: U-0447)",NILGIRI COLLEGE OF ARTS AND SCIENCE, THE NILGIRIS (Id: C-46609),Affiliated College,Tamil Nadu,The Nilgiris,,,,
3357,"Bharathiar University, Coimbatore (Id: U-0447)",Nirmala College for Women ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3358,"Bharathiar University, Coimbatore (Id: U-0447)",Park's College,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3359,"Bharathiar University, Coimbatore (Id: U-0447)",Pioneer College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3360,"Bharathiar University, Coimbatore (Id: U-0447)",P K R Arts College for Women ,Affiliated College,Tamil Nadu,Erode,,,,,
3361,"Bharathiar University, Coimbatore (Id: U-0447)",Providence College for Women,Affiliated College,Tamil Nadu,The Nilgiris,,,,,
3362,"Bharathiar University, Coimbatore (Id: U-0447)",PSG College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3363,"Bharathiar University, Coimbatore (Id: U-0447)",PSGR Krishnammal College for Women ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3364,"Bharathiar University, Coimbatore (Id: U-0447)",Rathinam College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3365,"Bharathiar University, Coimbatore (Id: U-0447)",Rathinavel Subramaniam College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3366,"Bharathiar University, Coimbatore (Id: U-0447)","SAN INTERNATIONAL COLLEGE OF ARTS AND SCIENCE, COIMBATORE",Affiliated College,Tamil Nadu,Coimbatore,,,,,
3367,"Bharathiar University, Coimbatore (Id: U-0447)",Sankara College of Science and Commerce,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3368,"Bharathiar University, Coimbatore (Id: U-0447)",Saratha College of Arts and Science,Affiliated College,Tamil Nadu,Erode,,,,,
3369,"Bharathiar University, Coimbatore (Id: U-0447)",Sasuri College of Arts and Science ,Affiliated College,Tamil Nadu,Tiruppur,,,,,
3370,"Bharathiar University, Coimbatore (Id: U-0447)",Shiri Kumaran College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3371,"Bharathiar University, Coimbatore (Id: U-0447)",S.M.S. College of Arts and Science ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3372,"Bharathiar University, Coimbatore (Id: U-0447)",S N R Sons College,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3373,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Amman Arts and Science College,Affiliated College,Tamil Nadu,Erode,,,,,
3374,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Narayana Guru College ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3375,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Ramu College of Arts and Science ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3376,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Saraswathi Thiagaraja College ,Affiliated College,Tamil Nadu,Coimbatore,,,,,
3377,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Gee College of Arts and Science,Affiliated College,Tamil Nadu,Coimbatore,,,,,
